ID,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=214b36717acd79d2,[신규] 플랫폼 백-엔드 개발자 채용,엔씨소프트 2.8 성남 판교역,,"구축이 가능하신 분 우대사항 - 대용량 시스템 및 MSA 이해도가 높고 설계/구축이 가능하신 분 우대 - Python, Node.js 경험자 우대 - Elasticsearch, Kafka 경험자 우대 - 머신 러닝에 대한..."
https://kr.indeed.com/viewjob?jk=613678e409e8667c,데이터 분석 및 지표 구축,아프리카TV 성남 분당구,,"소비형태/이상현상과 트렌드 변화가 궁금하신분 - 신입 / 경력 [우대사항] -SQL,Excel,R, Python 등을 이용하여 데이터 추출 또는 분석이 가능하신 분 -기계학습, Deep Learning을 이용한 예측..."
https://kr.indeed.com/viewjob?jk=96d318d1accd90af,멀티플랫폼 클라이언트 라이브러리 개발자 모집,엔씨소프트 2.8 성남 판교역,,"트랜드에 지속적인 관심을 가지며, 배움에 적극적인 분 우대사항 C#, JavaScript(Node.js), python, go, kotlin 등 다양한 언어에 익숙하신 분 게임 엔진(유니티, 언리얼) 사용 경험이 있으신 분..."
https://kr.indeed.com/viewjob?jk=f4a5057bd3043129,웹프론트엔드 개발자,Nexon 성남 분당구,,"능한 분 - 다양한 분야의 사람과의 협업 능력이 원활하신 분 우대사항 - Spring, Node.js, Python 등 한 가지 이상의 백엔드 기술에 대한 이해 - TypeScript 경험자 우대 - 프로젝트 설정부터..."
https://kr.indeed.com/viewjob?jk=a395d1c92191c53d,[Blade&Soul] 클라이언트 프로그래머 모집,엔씨소프트 2.8 성남 판교역,,"MMORPG 국내외 서비스 경험 - Unreal Engine 3, 4 게임 개발/서비스 경험자 - C#, Python 등 생산성이 높은 언어에 능통한 자 제출서류 포트폴리오(필수) 경력기술서(필수) 전형단계 서류전형 1차..."
https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f,메시지발송 플랫폼 개발자,Nexon 성남 분당구,,"개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능... NET 또는 python 개발 경력 5년이상 - 자동화를 위한 스크립트(powershell, bash, python 등) 경험 - Windows..."
https://kr.indeed.com/viewjob?jk=351fbfd6c5264e50,[전문연구요원] 컴퓨터비전/딥러닝/SLAM 영상처리 (경력2년),큐픽스 성남 분당구,,"이미지 프로세싱을 위한 머신러닝 알고리즘 [자격요건] - C/C++, Python 사용에 능숙 - Boost, OpenCV, Eigen, Lapack... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=b3e7d932db7729d6,게임 엔진 프로그래머(오디오) 채용,엔씨소프트 2.8 성남 판교역,,Signal Processing) 개발 경험과 관련 지식 - 사운드 제작 담당자와의 커뮤니케이션 스킬 - Python 등의 스크립트 언어 경험 제출서류 필수 제출서류 없음 전형단계 서류전형 1차 면접 NC TEST 2차 면접...
https://kr.indeed.com/viewjob?jk=a35563d9c3ef647d,[신규프로젝트] 차세대 콘솔 테크니컬 아티스트 채용,엔씨소프트 2.8 성남 판교역,,Shader 제작 Skill - 프로젝트 개발 전반에 걸친 성능 분석(Profiling)Skill - Python등 개발언어 활용 능력 제출서류 포트폴리오(필수) 전형단계 서류전형 1차 면접 NC TEST 2차 면접 처우협...
https://kr.indeed.com/viewjob?jk=7715a54604af67ea,[리니지2] MMORPG 서버 프로그래머 채용,엔씨소프트 2.8 성남 판교역,,Windows Programming - Web Programming - Script languages ( Python 등) 제출서류 포트폴리오(필수) 전형단계 서류전형 1차 면접 NC TEST 2차 면접 처우협의 입사 도움말...
